X,Y,DataZone,OBJECTID,Name,TotPop2011,ResPop2011,HHCnt2011,Easting,Northing,SIMD2020v2_Rank,deciles
-3.99502692467891,55.8707511853761,S01011656,"5151",Thrashbush - 02,"608","608","287","275263","665976",100,"1"
-3.98739957216583,55.8713149791662,S01011657,"5152",Thrashbush - 03,"514","514","281","275742","666025",129,"1"
-3.97319017656441,55.8785623007485,S01011663,"5158",Airdrie North - 01,"961","961","428","276654","666806",377,"1"
-3.98019756339839,55.8705054677959,S01011665,"5160",Airdrie North - 03,"850","850","428","276190","665922",649,"1"
-3.97682141644083,55.8707484819794,S01011666,"5161",Airdrie North - 04,"853","853","454","276402","665943",376,"1"
-3.96947809193052,55.8740834996904,S01011668,"5163",Airdrie North - 06,"1042","1042","429","276872","666301",371,"1"
-3.94759239743338,55.8695700778143,S01011673,"5168",Drumgelloch - 05,"661","661","275","278227","665760",686,"1"
-3.92409939550212,55.8809123444244,S01011678,"5173",Caldercruix and Plains - 04,"464","464","222","279732","666981",505,"1"
-3.88292147822877,55.8912636605934,S01011680,"5175",Caldercruix and Plains - 06,"1100","1100","454","282339","668062",604,"1"
-3.97679504422929,55.9475216290059,S01011749,"5244",Cumbernauld Central - 06,"769","769","370","276648","674486",507,"1"
-3.45243344662154,56.4062395700496,S01011918,"5413","Hillyland, Tulloch and Inveralmond - 01","786","786","368","310467","724725",540,"1"
-3.44047542858441,56.4088588955859,S01011931,"5426",Muirton - 01,"625","625","250","311211","725001",408,"1"
-3.3336695437743,56.5984199552263,S01011986,"5481",Blairgowrie East (Rattray) - 03,"666","664","320","318211","745966",592,"1"
-4.52909058542674,55.8262896299217,S01012038,"5533",Johnstone South West - 02,"932","932","366","241671","662122",193,"1"
-4.53227785565836,55.827176753088,S01012043,"5538",Johnstone North West - 01,"926","926","380","241475","662228",675,"1"
-4.52611525489921,55.8318694979518,S01012044,"5539",Johnstone North West - 02,"892","892","474","241880","662736",603,"1"
-4.51094380850639,55.8345891110004,S01012047,"5542",Johnstone North East - 01,"932","932","548","242841","663004",531,"1"
-4.50985123290307,55.8374606157443,S01012048,"5543",Johnstone North East - 02,"769","740","402","242921","663321",533,"1"
-4.45558464386476,55.8466635351467,S01012064,"5559",Paisley Ferguslie - 02,"653","653","276","246355","664223",124,"1"
-4.45640610862607,55.8442383854869,S01012065,"5560",Paisley Ferguslie - 03,"624","624","261","246294","663955",86,"1"
-4.45204715333596,55.8478216507007,S01012067,"5562",Paisley Ferguslie - 05,"534","534","250","246581","664344",9,"1"
-4.45088904287769,55.8515027618566,S01012068,"5563",Paisley Ferguslie - 06,"538","538","268","246668","664751",4,"1"
-4.44494514949429,55.8487000230129,S01012069,"5564",Paisley Ferguslie - 07,"479","479","292","247029","664426",89,"1"
-4.43812041255163,55.8461032001572,S01012070,"5565",Paisley North West - 01,"710","710","449","247446","664122",316,"1"
-4.43838046622815,55.8431141036437,S01012071,"5566",Paisley North West - 02,"1057","1057","692","247418","663790",271,"1"
-4.44529632116617,55.8415747006006,S01012072,"5567",Paisley North West - 03,"1107","1107","722","246979","663634",264,"1"
-4.46369439967467,55.8299095826175,S01012080,"5575",Paisley West - 07,"809","809","352","245781","662377",697,"1"
-4.46917452952589,55.8274357904553,S01012081,"5576",Paisley Foxbar - 01,"737","737","387","245428","662114",252,"1"
-4.46327894489803,55.825864326624,S01012082,"5577",Paisley Foxbar - 02,"620","620","323","245791","661926",532,"1"
-4.46901310204042,55.8233764568076,S01012083,"5578",Paisley Foxbar - 03,"749","690","383","245422","661662",312,"1"
-4.41376939734023,55.8333984135069,S01012111,"5606",Paisley South East - 04,"558","558","309","248921","662655",418,"1"
-4.4052159709668,55.8430659836448,S01012125,"5620",Paisley East - 06,"782","782","504","249494","663712",342,"1"
-4.41210763087885,55.8444679424094,S01012135,"5630",Paisley North East - 02,"878","878","570","249068","663883",203,"1"
-4.40603818218434,55.8540418339804,S01012147,"5642",Paisley Gallowhill and Hillington - 02,"753","753","407","249485","664935",521,"1"
-4.40845746497093,55.8551808649414,S01012148,"5643",Paisley Gallowhill and Hillington - 03,"756","756","364","249338","665067",509,"1"
-4.40795811485576,55.857698191291,S01012150,"5645",Paisley Gallowhill and Hillington - 05,"778","778","359","249379","665346",413,"1"
-4.4095715413812,55.8600123689712,S01012152,"5647",Paisley Gallowhill and Hillington - 07,"744","744","362","249287","665607",358,"1"
-4.42316213474883,55.8511442686853,S01012153,"5648",Paisley North - 01,"538","538","329","248402","664650",516,"1"
-4.4284787532135,55.8510843766123,S01012154,"5649",Paisley North - 02,"777","777","513","248069","664655",620,"1"
-4.43080266113243,55.8512002608481,S01012155,"5650",Paisley North - 03,"546","546","357","247924","664673",578,"1"
-4.43274994062749,55.8547478543223,S01012156,"5651",Paisley North - 04,"606","605","372","247816","665072",626,"1"
-4.40412541391355,55.8670483516273,S01012161,"5656",Renfrew West - 03,"457","457","208","249655","666378",488,"1"
-4.40386054628201,55.8785396693211,S01012165,"5660",Renfrew West - 07,"921","921","452","249716","667656",672,"1"
-4.50255350231175,55.8444402430105,S01012217,"5712",Linwood South - 01,"560","560","267","243406","664081",683,"1"
-4.50430149497696,55.8462831293504,S01012218,"5713",Linwood South - 02,"487","487","228","243304","664290",547,"1"
-4.49399722307547,55.84678019891,S01012220,"5715",Linwood South - 04,"629","629","367","243951","664322",523,"1"
-2.77656150160045,55.6103052028696,S01012287,"5782",Gala - Langlee - Central,"980","980","479","351179","635463",277,"1"
-2.76583103453364,55.4358452180065,S01012359,"5854",Hawick - Burnfoot - South East,"785","785","367","351641","616040",564,"1"
-2.77090584696099,55.435112481384,S01012360,"5855",Hawick - Burnfoot - Central,"808","808","324","351319","615962",619,"1"
-4.85299028562472,55.2365077371594,S01012425,"5920",Girvan Glendoune - 02,"626","626","307","218691","597301",529,"1"
-4.85114828698753,55.2345102040655,S01012426,"5921",Girvan Glendoune - 03,"493","493","237","218799","597074",510,"1"
-4.85176265640037,55.2325451040483,S01012427,"5922",Girvan Glendoune - 04,"674","674","300","218751","596857",692,"1"
-4.62477173923438,55.4699314170054,S01012489,"5984","Ayr North Harbour, Wallacetown and Newton South - 03","1052","1023","553","234178","622699",20,"1"
-4.63096172980295,55.4671287525734,S01012490,"5985","Ayr North Harbour, Wallacetown and Newton South - 04","978","978","606","233775","622402",265,"1"
-4.62343598964219,55.4664994727898,S01012491,"5986","Ayr North Harbour, Wallacetown and Newton South - 05","440","440","245","234248","622314",44,"1"
-4.62451350515501,55.4648584139835,S01012492,"5987","Ayr North Harbour, Wallacetown and Newton South - 06","772","772","490","234173","622134",13,"1"
-4.59818986170022,55.4680274110465,S01012496,"5991",Dalmilling - 01,"765","765","314","235850","622424",518,"1"
-4.59574573266019,55.4715219064406,S01012497,"5992",Dalmilling - 02,"487","487","231","236019","622807",354,"1"
-4.59133225000774,55.4700964602596,S01012498,"5993",Dalmilling - 03,"857","857","343","236292","622638",178,"1"
-4.60489605395455,55.4735025167116,S01012500,"5995","Lochside, Braehead and Whitletts - 01","468","468","217","235449","623049",481,"1"
-4.59507179863402,55.4730642521889,S01012501,"5996","Lochside, Braehead and Whitletts - 02","619","619","260","236068","622977",62,"1"
-4.60997200529393,55.4720100211647,S01012502,"5997","Lochside, Braehead and Whitletts - 03","832","832","360","235122","622895",114,"1"
-4.60067795919452,55.4719294510862,S01012503,"5998","Lochside, Braehead and Whitletts - 04","637","637","308","235709","622864",349,"1"
-4.65666524404452,55.5548958850763,S01012559,"6054",Barassie - 03,"767","767","457","232524","632228",549,"1"
-3.8307716587882,55.7349391444976,S01012610,"6105",Carluke East - 05,"949","920","425","285140","650579",618,"1"
-3.78036116954524,55.5973490586341,S01012640,"6135","Douglas, Coalburn and Rigside - 04","944","942","439","287912","635186",177,"1"
-3.88011717045321,55.6299466838469,S01012642,"6137",Lesmahagow - 01,"804","804","380","281725","638979",588,"1"
-3.92115009022875,55.6673071529015,S01012651,"6146",Kirkmuirhill and Blackwood - 05,"649","649","327","279257","643207",641,"1"
-3.95446311360685,55.7317112581028,S01012666,"6161",Hareleeshill - 02,"650","650","337","277364","650432",396,"1"
-3.959333921083,55.7329277418394,S01012667,"6162",Hareleeshill - 03,"580","580","279","277062","650576",341,"1"
-3.97160110605863,55.7247869471922,S01012672,"6167",Strutherhill - 02,"722","722","361","276266","649692",447,"1"
-3.97622099004263,55.7273458391383,S01012673,"6168",Strutherhill - 03,"582","582","252","275984","649985",457,"1"
-3.97191906813856,55.7288798752192,S01012674,"6169",Strutherhill - 04,"582","582","240","276259","650148",262,"1"
-3.97090424555217,55.7314933872875,S01012675,"6170",Strutherhill - 05,"766","766","361","276331","650437",306,"1"
-4.0437546096305,55.762269282279,S01012711,"6206",Low Waters - 04,"821","768","435","271858","653994",561,"1"
-4.05047028768688,55.7663183715014,S01012722,"6217",Laighstonehall - 02,"742","742","413","271450","654457",608,"1"
-4.04852422537291,55.7684178518284,S01012723,"6218",Laighstonehall - 03,"688","688","358","271579","654687",475,"1"
-4.05857855655202,55.7625879349953,S01012727,"6222",Fairhill - 02,"708","708","294","270929","654057",363,"1"
-4.05396144834669,55.764202015155,S01012728,"6223",Fairhill - 03,"814","814","339","271224","654228",134,"1"
-4.07762545151202,55.7724586231771,S01012748,"6243",Hillhouse - 02,"829","829","369","269767","655191",149,"1"
-4.08821551605956,55.7737170144682,S01012749,"6244",Hillhouse - 03,"876","876","387","269107","655351",576,"1"
-4.09467300190036,55.7868002573719,S01012755,"6250",High Blantyre - 04,"524","499","280","268746","656819",249,"1"
-4.07918503180762,55.7885730397677,S01012780,"6275",Burnbank North - 07,"731","731","346","269723","656987",300,"1"
-4.0771263288185,55.7759630653637,S01012782,"6277",Burnbank Central and Udston - 02,"614","614","313","269810","655580",222,"1"
-4.07443903449618,55.7773026102122,S01012783,"6278",Burnbank Central and Udston - 03,"698","698","322","269983","655724",498,"1"
-4.07312872558252,55.7796523821311,S01012785,"6280",Burnbank Central and Udston - 05,"733","711","388","270073","655983",208,"1"
-4.06719225334976,55.7804713629515,S01012786,"6281",Burnbank Central and Udston - 06,"692","692","423","270448","656063",76,"1"
-4.0587894091439,55.767491334046,S01012788,"6283",Burnbank South and Chantinghall - 01,"615","615","259","270932","654603",591,"1"
-4.05308793909126,55.7794137164464,S01012793,"6288",Whitehill - 01,"767","635","363","271329","655919",484,"1"
-4.06216155563122,55.7851572706782,S01012795,"6290",Whitehill - 03,"1052","1029","439","270779","656575",645,"1"
-4.14234014474785,55.8148630562798,S01012819,"6314","Halfway, Hallside and Drumsagard - 06","735","735","365","265854","660033",292,"1"
-4.14598507534521,55.8129391119771,S01012822,"6317",Westburn and Newton - 02,"474","474","256","265619","659826",468,"1"
-4.1550162715477,55.8189553483681,S01012826,"6321",Westburn and Newton - 06,"599","599","231","265074","660513",155,"1"
-4.13998848918937,55.8211591151333,S01012829,"6324",Westburn and Newton - 09,"865","865","362","266023","660729",243,"1"
-4.1772488150884,55.8077429408353,S01012837,"6332",Whitlawburn and Greenlees - 02,"735","735","414","263642","659309",257,"1"
-4.1800562454632,55.8077201522123,S01012838,"6333",Whitlawburn and Greenlees - 03,"917","917","528","263466","659312",63,"1"
-4.1689252353461,55.8204812708712,S01012846,"6341",Cambuslang Central - 04,"926","926","543","264208","660710",690,"1"
-4.20990768132156,55.8292689352531,S01012858,"6353",Farme Cross and Gallowflat North - 03,"696","689","422","261672","661769",554,"1"
-4.21716780567288,55.8269363245657,S01012862,"6357",Shawfield and Clincarthill - 03,"588","588","369","261209","661524",214,"1"
-4.21324074840321,55.827510379168,S01012863,"6358",Shawfield and Clincarthill - 04,"621","621","424","261457","661580",381,"1"
-4.21921715305522,55.8298381852917,S01012864,"6359",Shawfield and Clincarthill - 05,"775","775","469","261091","661851",474,"1"
-4.22657670428079,55.82701790513,S01012867,"6362",Burnhill and Bankhead North - 03,"720","720","396","260620","661552",559,"1"
-4.22753290240381,55.8292204438485,S01012869,"6364",Burnhill and Bankhead North - 05,"546","546","257","260568","661799",210,"1"
-4.19019384897003,55.8083578150537,S01012883,"6378",Burnside and Springhall - 02,"634","634","378","262833","659403",190,"1"
-4.18891278981092,55.8111217689633,S01012885,"6380",Burnside and Springhall - 04,"446","446","270","262923","659708",172,"1"
-4.20687035383236,55.8066575461943,S01012892,"6387",Fernhill and Cathkin - 04,"1107","1107","566","261782","659247",623,"1"
-4.20834375339668,55.8090037464257,S01012893,"6388",Fernhill and Cathkin - 05,"746","746","369","261698","659511",479,"1"
-3.93495357410751,56.1002640674436,S01013053,"6548",Broomridge - 07,"618","615","337","279737","691409",612,"1"
-3.94626123624859,56.1006703719037,S01013057,"6552",Borestone - 04,"870","870","369","279035","691474",473,"1"
-3.95585914279108,56.1269754644945,S01013072,"6567",Raploch - 01,"517","517","227","278521","694418",410,"1"
-3.94807274785506,56.1311335512531,S01013074,"6569",Raploch - 03,"715","711","302","279018","694867",186,"1"
-3.94079838800963,56.1295136298908,S01013075,"6570",Raploch - 04,"868","866","481","279465","694674",41,"1"
-3.93955865558447,56.1342960521299,S01013077,"6572",Cornton - 02,"717","717","297","279557","695204",668,"1"
-3.94016417261879,56.1376924575102,S01013078,"6573",Cornton - 03,"572","572","252","279530","695583",449,"1"
-4.38403968847067,55.8984376657624,S01013126,"6621",IZ01 - 05,"743","743","342","251032","669827",360,"1"
-4.3876826513729,55.899148946604,S01013127,"6622",IZ01 - 06,"853","853","378","250807","669914",454,"1"
-4.4033420704602,55.8991226228832,S01013128,"6623",IZ02 - 01,"624","624","455","249828","669945",607,"1"
-4.40582988292289,55.9093290782238,S01013130,"6625",IZ02 - 03,"710","710","340","249712","671086",269,"1"
-4.39226087391709,55.9056929887428,S01013135,"6630",IZ03 - 02,"771","771","391","250546","670652",60,"1"
-4.38870896329404,55.9072539765556,S01013138,"6633",IZ03 - 05,"704","704","342","250774","670818",58,"1"
-4.39507478951101,55.9103298663395,S01013139,"6634",IZ03 - 06,"878","878","409","250388","671174",330,"1"
-4.39694700713499,55.9121448910079,S01013140,"6635",IZ03 - 07,"816","816","366","250278","671380",602,"1"
-4.40879722094939,55.9104753693206,S01013142,"6637",IZ04 - 02,"863","863","517","249531","671220",669,"1"
-4.39332113640247,55.9301640432205,S01013156,"6651",IZ06 - 05,"865","865","354","250574","673377",515,"1"
-4.42917796928453,55.9121776922449,S01013166,"6661",IZ08 - 03,"642","642","387","248264","671454",112,"1"
-4.43200732564544,55.9128947291491,S01013167,"6662",IZ08 - 04,"655","655","383","248090","671540",238,"1"
-4.4359513167574,55.9193867763155,S01013170,"6665",IZ08 - 07,"528","528","265","247869","672271",503,"1"
-4.58766768266009,55.9450618499353,S01013201,"6696",IZ13 - 03,"741","741","380","238497","675472",96,"1"
-4.59987321962969,55.9484179786477,S01013203,"6698",IZ13 - 05,"717","717","355","237749","675874",595,"1"
-4.59658007719572,55.9504289022052,S01013205,"6700",IZ13 - 07,"629","629","240","237963","676090",117,"1"
-4.56587209143175,55.9799512009518,S01013220,"6715",IZ15 - 07,"696","696","313","240002","679303",670,"1"
-4.584443782466,55.972381508266,S01013222,"6717",IZ15 - 09,"595","595","316","238812","678504",621,"1"
-4.56517993753365,56.0007190413413,S01013238,"6733",IZ18 - 02,"767","767","389","240131","681612",571,"1"
-4.56134729295845,56.0033963170318,S01013239,"6734",IZ18 - 03,"885","885","425","240381","681901",445,"1"
-4.56797558954456,56.0039324596758,S01013240,"6735",IZ18 - 04,"534","534","256","239970","681976",326,"1"
-3.70389396115517,55.8309417631316,S01013248,"6743",Fauldhouse - 06,"629","629","300","293369","661059",555,"1"
-3.50045872146842,55.8985233091333,S01013306,"6801",Craigshill - 04,"931","920","501","306274","668285",278,"1"
-3.52913090031441,55.8992404477618,S01013325,"6820",Ladywell - 03,"915","905","353","304483","668404",539,"1"
-3.5251099705934,55.9108820463525,S01013336,"6831",Knightsridge - 07,"863","863","339","304763","669694",353,"1"
-3.56630798159575,55.9022056810723,S01013344,"6839",Deans - 03,"802","792","356","302166","668786",617,"1"
-3.62881915127484,55.8724772732495,S01013359,"6854",Blackburn - 03,"621","621","298","298180","665568",302,"1"
-3.62328037634965,55.8776365602497,S01013363,"6858",Blackburn - 07,"753","753","390","298540","666134",409,"1"
-3.69356752692668,55.862958529314,S01013372,"6867",Whitburn Central - 01,"1094","1094","489","294103","664606",567,"1"
-3.68641631193711,55.864233949895,S01013374,"6869",Whitburn Central - 03,"959","959","453","294554","664737",325,"1"
-3.69965229322856,55.8932748173637,S01013395,"6890",Armadale South - 04,"728","728","352","293805","667989",45,"1"
-3.64335321477087,55.9040407212539,S01013415,"6910",Bathgate East - 05,"649","649","385","297354","669102",406,"1"
