"lsoa11","rgn"
"E01033056","E12000006"
"E01033459","E12000006"
"E01033055","E12000006"
"E01033054","E12000006"
"E01022092","E12000006"
"E01022093","E12000006"
"E01033052","E12000006"
"E01022088","E12000006"
"E01033053","E12000006"
"E01021404","E12000006"
"E01021357","E12000006"
"E01021372","E12000006"
"E01021374","E12000006"
"E01021373","E12000006"
"E01021371","E12000006"
"E01021365","E12000006"
"E01021358","E12000006"
"E01021364","E12000006"
"E01021366","E12000006"
"E01021383","E12000006"
"E01021369","E12000006"
"E01033458","E12000006"
"E01021367","E12000006"
"E01021368","E12000006"
"E01021370","E12000006"
"E01021352","E12000006"
"E01021355","E12000006"
"E01021413","E12000006"
"E01021412","E12000006"
"E01021411","E12000006"
"E01021414","E12000006"
"E01021405","E12000006"
"E01021354","E12000006"
"E01021359","E12000006"
"E01021381","E12000006"
"E01021356","E12000006"
"E01021350","E12000006"
"E01021353","E12000006"
"E01021351","E12000006"
"E01021349","E12000006"
"E01021380","E12000006"
"E01021361","E12000006"
"E01021379","E12000006"
"E01021347","E12000006"
"E01021385","E12000006"
"E01021384","E12000006"
"E01021416","E12000006"
"E01021415","E12000006"
"E01033461","E12000006"
"E01021422","E12000006"
"E01033462","E12000006"
"E01033460","E12000006"
"E01021423","E12000006"
"E01021429","E12000006"
"E01021428","E12000006"
"E01021424","E12000006"
"E01021427","E12000006"
"E01021417","E12000006"
"E01021419","E12000006"
"E01021420","E12000006"
"E01021362","E12000006"
"E01021426","E12000006"
"E01021418","E12000006"
"E01021425","E12000006"
"E01021882","E12000006"
"E01021912","E12000006"
"E01021360","E12000006"
"E01021883","E12000006"
"E01021888","E12000006"
"E01021891","E12000006"
"E01021884","E12000006"
"E01021886","E12000006"
"E01021887","E12000006"
"E01021890","E12000006"
"E01021885","E12000006"
"E01021889","E12000006"
"E01021894","E12000006"
"E01021895","E12000006"
"E01021898","E12000006"
"E01021896","E12000006"
"E01021897","E12000006"
"E01021893","E12000006"
"E01021892","E12000006"
"E01021910","E12000006"
"E01021909","E12000006"
"E01021911","E12000006"
"E01021908","E12000006"
"E01021644","E12000006"
"E01021649","E12000006"
"E01021648","E12000006"
"E01021650","E12000006"
"E01021647","E12000006"
"E01021646","E12000006"
"E01021726","E12000006"
"E01021713","E12000006"
"E01022015","E12000006"
"E01021972","E12000006"
"E01021679","E12000006"
"E01021686","E12000006"
"E01021688","E12000006"
"E01021684","E12000006"
"E01021687","E12000006"
"E01021685","E12000006"
"E01021664","E12000006"
"E01033722","E12000006"
"E01021683","E12000006"
"E01021706","E12000006"
"E01021727","E12000006"
"E01029916","E12000006"
"E01029922","E12000006"
"E01029901","E12000006"
"E01029923","E12000006"
"E01029900","E12000006"
"E01029887","E12000006"
"E01029886","E12000006"
"E01029890","E12000006"
"E01029888","E12000006"
"E01029889","E12000006"
"E01029921","E12000006"
"E01029880","E12000006"
"E01029891","E12000006"
"E01029875","E12000006"
"E01029912","E12000006"
"E01029917","E12000006"
"E01029920","E12000006"
"E01029919","E12000006"
"E01029914","E12000006"
"E01029915","E12000006"
"E01029913","E12000006"
"E01029918","E12000006"
"E01029902","E12000006"
"E01029899","E12000006"
"E01021406","E12000006"
"E01021407","E12000006"
"E01021398","E12000006"
"E01029884","E12000006"
"E01029885","E12000006"
"E01030101","E12000006"
"E01029881","E12000006"
"E01029898","E12000006"
"E01029907","E12000006"
"E01022020","E12000006"
"E01022019","E12000006"
"E01029870","E12000006"
"E01029872","E12000006"
"E01022021","E12000006"
"E01029883","E12000006"
"E01022013","E12000006"
"E01022014","E12000006"
"E01021978","E12000006"
"E01022001","E12000006"
"E01021998","E12000006"
"E01021997","E12000006"
"E01022005","E12000006"
"E01021999","E12000006"
"E01022000","E12000006"
"E01022006","E12000006"
"E01022004","E12000006"
"E01033051","E12000006"
"E01022007","E12000006"
"E01022002","E12000006"
"E01022028","E12000006"
"E01021991","E12000006"
"E01021974","E12000006"
"E01021992","E12000006"
"E01021994","E12000006"
"E01021996","E12000006"
"E01021986","E12000006"
"E01022010","E12000006"
"E01022009","E12000006"
"E01022011","E12000006"
"E01021995","E12000006"
"E01021987","E12000006"
"E01021985","E12000006"
"E01022012","E12000006"
"E01022056","E12000006"
"E01022055","E12000006"
"E01022054","E12000006"
"E01022038","E12000006"
"E01022036","E12000006"
"E01022037","E12000006"
"E01022043","E12000006"
"E01021968","E12000006"
"E01022026","E12000006"
"E01022025","E12000006"
"E01022027","E12000006"
"E01021969","E12000006"
"E01022032","E12000006"
"E01021990","E12000006"
"E01021988","E12000006"
"E01021989","E12000006"
"E01021970","E12000006"
"E01022042","E12000006"
"E01022022","E12000006"
"E01022023","E12000006"
"E01022039","E12000006"
"E01022044","E12000006"
"E01021984","E12000006"
"E01022050","E12000006"
"E01022041","E12000006"
"E01022040","E12000006"
"E01022033","E12000006"
"E01022035","E12000006"
"E01022034","E12000006"
"E01022008","E12000006"
"E01022049","E12000006"
"E01022048","E12000006"
"E01021973","E12000006"
"E01022017","E12000006"
"E01022031","E12000006"
"E01021977","E12000006"
"E01022024","E12000006"
"E01022030","E12000006"
"E01021976","E12000006"
"E01022045","E12000006"
"E01022047","E12000006"
"E01021975","E12000006"
"E01022046","E12000006"
"E01022018","E12000006"
"E01022016","E12000006"
"E01021641","E12000006"
"E01021639","E12000006"
"E01021658","E12000006"
"E01021645","E12000006"
"E01021714","E12000006"
"E01021721","E12000006"
"E01021643","E12000006"
"E01021651","E12000006"
"E01021653","E12000006"
"E01021642","E12000006"
"E01021717","E12000006"
"E01033723","E12000006"
"E01021637","E12000006"
"E01021666","E12000006"
"E01021667","E12000006"
"E01021665","E12000006"
"E01033719","E12000006"
"E01021638","E12000006"
"E01021640","E12000006"
"E01021711","E12000006"
"E01021715","E12000006"
"E01021719","E12000006"
"E01021718","E12000006"
"E01021720","E12000006"
"E01021722","E12000006"
"E01021730","E12000006"
"E01021690","E12000006"
"E01021652","E12000006"
"E01021676","E12000006"
"E01021673","E12000006"
"E01021693","E12000006"
"E01021675","E12000006"
"E01021692","E12000006"
"E01021691","E12000006"
"E01021674","E12000006"
"E01021689","E12000006"
"E01021654","E12000006"
"E01021729","E12000006"
"E01021728","E12000006"
"E01021702","E12000006"
"E01021710","E12000006"
"E01021703","E12000006"
"E01021704","E12000006"
"E01021671","E12000006"
"E01021670","E12000006"
"E01021709","E12000006"
"E01021708","E12000006"
"E01021707","E12000006"
"E01021699","E12000006"
"E01021697","E12000006"
"E01021705","E12000006"
"E01021696","E12000006"
"E01021698","E12000006"
"E01021736","E12000006"
"E01021700","E12000006"
"E01033720","E12000006"
"E01033721","E12000006"
"E01021669","E12000006"
"E01021668","E12000006"
"E01021971","E12000006"
"E01021681","E12000006"
"E01021682","E12000006"
"E01021680","E12000006"
"E01021659","E12000006"
"E01021655","E12000006"
"E01021723","E12000006"
"E01021725","E12000006"
"E01021724","E12000006"
"E01021694","E12000006"
"E01021695","E12000006"
"E01021657","E12000006"
"E01021735","E12000006"
"E01021731","E12000006"
"E01021733","E12000006"
"E01021732","E12000006"
"E01021734","E12000006"
"E01021402","E12000006"
"E01021401","E12000006"
"E01021403","E12000006"
"E01021377","E12000006"
"E01021662","E12000006"
"E01021663","E12000006"
"E01021408","E12000006"
"E01021678","E12000006"
"E01021677","E12000006"
"E01021378","E12000006"
"E01021410","E12000006"
"E01021409","E12000006"
"E01021382","E12000006"
"E01021660","E12000006"
"E01021661","E12000006"
"E01029906","E12000006"
"E01021982","E12000006"
"E01021981","E12000006"
"E01021979","E12000006"
"E01021983","E12000006"
"E01021980","E12000006"
"E01021738","E12000006"
"E01021656","E12000006"
"E01029882","E12000006"
"E01029905","E12000006"
"E01029903","E12000006"
"E01022052","E12000006"
"E01022051","E12000006"
"E01022053","E12000006"
"E01021993","E12000006"
"E01021967","E12000006"
"E01021739","E12000006"
"E01021740","E12000006"
"E01021737","E12000006"
"E01021392","E12000006"
"E01021391","E12000006"
"E01021393","E12000006"
"E01021389","E12000006"
"E01021387","E12000006"
"E01021388","E12000006"
"E01021390","E12000006"
"E01021397","E12000006"
"E01021399","E12000006"
"E01021400","E12000006"
"E01021430","E12000006"
"E01001079","E12000007"
"E01001081","E12000007"
"E01001080","E12000007"
"E01001076","E12000007"
"E01001078","E12000007"
"E01001054","E12000007"
"E01001082","E12000007"
"E01001053","E12000007"
"E01001077","E12000007"
"E01001060","E12000007"
"E01001057","E12000007"
"E01001055","E12000007"
"E01001056","E12000007"
"E01000975","E12000007"
"E01001048","E12000007"
"E01001045","E12000007"
"E01001043","E12000007"
"E01001011","E12000007"
"E01001172","E12000007"
"E01001010","E12000007"
"E01001166","E12000007"
"E01001170","E12000007"
"E01001042","E12000007"
"E01001047","E12000007"
"E01001014","E12000007"
"E01001013","E12000007"
"E01001110","E12000007"
"E01001109","E12000007"
"E01001118","E12000007"
"E01001116","E12000007"
"E01001114","E12000007"
"E01001117","E12000007"
"E01001012","E12000007"
"E01001001","E12000007"
"E01001113","E12000007"
"E01001004","E12000007"
"E01001003","E12000007"
"E01001115","E12000007"
"E01001178","E12000007"
"E01001005","E12000007"
"E01001181","E12000007"
"E01001177","E12000007"
"E01001007","E12000007"
"E01004076","E12000007"
"E01001180","E12000007"
"E01001176","E12000007"
"E01001006","E12000007"
"E01001179","E12000007"
"E01001009","E12000007"
"E01001008","E12000007"
"E01001167","E12000007"
"E01001168","E12000007"
"E01004077","E12000007"
"E01001171","E12000007"
"E01001169","E12000007"
"E01004086","E12000007"
"E01004078","E12000007"
"E01001165","E12000007"
"E01001173","E12000007"
"E01004082","E12000007"
"E01004080","E12000007"
"E01004088","E12000007"
"E01001063","E12000007"
"E01001064","E12000007"
"E01001129","E12000007"
"E01001065","E12000007"
"E01001044","E12000007"
"E01001049","E12000007"
"E01001050","E12000007"
"E01001062","E12000007"
"E01001046","E12000007"
"E01001036","E12000007"
"E01001122","E12000007"
"E01001123","E12000007"
"E01001035","E12000007"
"E01000976","E12000007"
"E01000979","E12000007"
"E01000978","E12000007"
"E01000977","E12000007"
"E01000984","E12000007"
"E01001193","E12000007"
"E01001187","E12000007"
"E01000980","E12000007"
"E01000982","E12000007"
"E01000983","E12000007"
"E01000981","E12000007"
"E01000993","E12000007"
"E01000992","E12000007"
"E01000986","E12000007"
"E01000987","E12000007"
"E01001132","E12000007"
"E01000990","E12000007"
"E01000985","E12000007"
"E01000991","E12000007"
"E01001131","E12000007"
"E01001134","E12000007"
"E01000989","E12000007"
"E01001133","E12000007"
"E01032569","E12000007"
"E01001127","E12000007"
"E01001128","E12000007"
"E01001130","E12000007"
"E01001058","E12000007"
"E01001051","E12000007"
"E01001059","E12000007"
"E01001052","E12000007"
"E01001061","E12000007"
"E01001032","E12000007"
"E01001039","E12000007"
"E01001107","E12000007"
"E01001108","E12000007"
"E01001124","E12000007"
"E01001095","E12000007"
"E01001034","E12000007"
"E01001100","E12000007"
"E01001041","E12000007"
"E01001101","E12000007"
"E01001096","E12000007"
"E01001102","E12000007"
"E01001097","E12000007"
"E01001098","E12000007"
"E01001099","E12000007"
"E01001033","E12000007"
"E01001104","E12000007"
"E01001068","E12000007"
"E01001075","E12000007"
"E01001029","E12000007"
"E01001073","E12000007"
"E01001092","E12000007"
"E01001093","E12000007"
"E01001069","E12000007"
"E01001067","E12000007"
"E01004085","E12000007"
"E01001094","E12000007"
"E01001037","E12000007"
"E01001040","E12000007"
"E01001028","E12000007"
"E01004108","E12000007"
"E01004084","E12000007"
"E01001074","E12000007"
"E01001070","E12000007"
"E01001016","E12000007"
"E01001018","E12000007"
"E01001023","E12000007"
"E01001030","E12000007"
"E01001071","E12000007"
"E01001072","E12000007"
"E01001022","E12000007"
"E01030844","E12000008"
"E01001038","E12000007"
"E01001125","E12000007"
"E01001120","E12000007"
"E01001066","E12000007"
"E01001126","E12000007"
"E01001121","E12000007"
"E01001119","E12000007"
"E01001103","E12000007"
"E01001106","E12000007"
"E01001105","E12000007"
"E01030859","E12000008"
"E01030860","E12000008"
"E01030830","E12000008"
"E01030846","E12000008"
"E01001017","E12000007"
"E01001015","E12000007"
"E01001020","E12000007"
"E01001021","E12000007"
"E01001019","E12000007"
"E01030569","E12000008"
"E01001024","E12000007"
"E01001031","E12000007"
"E01004109","E12000007"
"E01001025","E12000007"
"E01030566","E12000008"
"E01001026","E12000007"
"E01001027","E12000007"
"E01030568","E12000008"
"E01030567","E12000008"
"E01030592","E12000008"
"E01030591","E12000008"
"E01030590","E12000008"
"E01030820","E12000008"
"E01030857","E12000008"
"E01030858","E12000008"
"E01030847","E12000008"
"E01030845","E12000008"
"E01030848","E12000008"
"E01030828","E12000008"
"E01030850","E12000008"
"E01030829","E12000008"
"E01030851","E12000008"
"E01030861","E12000008"
"E01030837","E12000008"
"E01030855","E12000008"
"E01030852","E12000008"
"E01030853","E12000008"
"E01030856","E12000008"
"E01030854","E12000008"
"E01000656","E12000007"
"E01003412","E12000007"
"E01003411","E12000007"
"E01003378","E12000007"
"E01003433","E12000007"
"E01003391","E12000007"
"E01003387","E12000007"
"E01003416","E12000007"
"E01003435","E12000007"
"E01003415","E12000007"
"E01003432","E12000007"
"E01003434","E12000007"
"E01003429","E12000007"
"E01003430","E12000007"
"E01001182","E12000007"
"E01003431","E12000007"
"E01003389","E12000007"
"E01003143","E12000007"
"E01003392","E12000007"
"E01003394","E12000007"
"E01003398","E12000007"
"E01003395","E12000007"
"E01003388","E12000007"
"E01003393","E12000007"
"E01003396","E12000007"
"E01003397","E12000007"
"E01003386","E12000007"
"E01003390","E12000007"
"E01003379","E12000007"
"E01003374","E12000007"
"E01003376","E12000007"
"E01003410","E12000007"
"E01003373","E12000007"
"E01003405","E12000007"
"E01003407","E12000007"
"E01003377","E12000007"
"E01003409","E12000007"
"E01003406","E12000007"
"E01003368","E12000007"
"E01003372","E12000007"
"E01003375","E12000007"
"E01004185","E12000007"
"E01004186","E12000007"
"E01004184","E12000007"
"E01003441","E12000007"
"E01003440","E12000007"
"E01003437","E12000007"
"E01001087","E12000007"
"E01001174","E12000007"
"E01001184","E12000007"
"E01001091","E12000007"
"E01001183","E12000007"
"E01000995","E12000007"
"E01001000","E12000007"
"E01000998","E12000007"
"E01000997","E12000007"
"E01000996","E12000007"
"E01001002","E12000007"
"E01001175","E12000007"
"E01001155","E12000007"
"E01000999","E12000007"
"E01000994","E12000007"
"E01001151","E12000007"
"E01001147","E12000007"
"E01001161","E12000007"
"E01001157","E12000007"
"E01001160","E12000007"
"E01001148","E12000007"
"E01001152","E12000007"
"E01001153","E12000007"
"E01001146","E12000007"
"E01001149","E12000007"
"E01001154","E12000007"
"E01001111","E12000007"
"E01032571","E12000008"
"E01001159","E12000007"
"E01024092","E12000008"
"E01024090","E12000008"
"E01024091","E12000008"
"E01024093","E12000008"
"E01024047","E12000008"
"E01024044","E12000008"
"E01024049","E12000008"
"E01024048","E12000008"
"E01024045","E12000008"
"E01024046","E12000008"
"E01024124","E12000008"
"E01032807","E12000008"
"E01024129","E12000008"
"E01032808","E12000008"
"E01024131","E12000008"
"E01024130","E12000008"
"E01024053","E12000008"
"E01024127","E12000008"
"E01024128","E12000008"
"E01024643","E12000008"
"E01024642","E12000008"
"E01024644","E12000008"
"E01024705","E12000008"
"E01024708","E12000008"
"E01024706","E12000008"
"E01024675","E12000008"
"E01024707","E12000008"
"E01024700","E12000008"
"E01024634","E12000008"
"E01024693","E12000008"
"E01024640","E12000008"
"E01024666","E12000008"
"E01024701","E12000008"
"E01024676","E12000008"
"E01024689","E12000008"
"E01024688","E12000008"
"E01024692","E12000008"
"E01024709","E12000008"
"E01024690","E12000008"
"E01024691","E12000008"
"E01024635","E12000008"
"E01024654","E12000008"
"E01024633","E12000008"
"E01024681","E12000008"
"E01024651","E12000008"
"E01024680","E12000008"
"E01024650","E12000008"
"E01024645","E12000008"
"E01024679","E12000008"
"E01024684","E12000008"
"E01024668","E12000008"
"E01024699","E12000008"
"E01024646","E12000008"
"E01024669","E12000008"
"E01024698","E12000008"
"E01024670","E12000008"
"E01024648","E12000008"
"E01024687","E12000008"
"E01024667","E12000008"
"E01024671","E12000008"
"E01024649","E12000008"
"E01024647","E12000008"
"E01024702","E12000008"
"E01024704","E12000008"
"E01024703","E12000008"
"E01024652","E12000008"
"E01024682","E12000008"
"E01024685","E12000008"
"E01024686","E12000008"
"E01024683","E12000008"
"E01024244","E12000008"
"E01024243","E12000008"
"E01024245","E12000008"
"E01024242","E12000008"
"E01024200","E12000008"
"E01024202","E12000008"
"E01024207","E12000008"
"E01024208","E12000008"
"E01024217","E12000008"
"E01024230","E12000008"
"E01024219","E12000008"
"E01024201","E12000008"
"E01024228","E12000008"
"E01024227","E12000008"
"E01024229","E12000008"
"E01024231","E12000008"
"E01024252","E12000008"
"E01024250","E12000008"
"E01024253","E12000008"
"E01024251","E12000008"
"E01024236","E12000008"
"E01024232","E12000008"
"E01024220","E12000008"
"E01024221","E12000008"
"E01024218","E12000008"
"E01024224","E12000008"
"E01024222","E12000008"
"E01024225","E12000008"
"E01024223","E12000008"
"E01024226","E12000008"
"E01024205","E12000008"
"E01024204","E12000008"
"E01024247","E12000008"
"E01024190","E12000008"
"E01024255","E12000008"
"E01024203","E12000008"
"E01024238","E12000008"
"E01024256","E12000008"
"E01024237","E12000008"
"E01024212","E12000008"
"E01024198","E12000008"
"E01024234","E12000008"
"E01024240","E12000008"
"E01033210","E12000008"
"E01024544","E12000008"
"E01033209","E12000008"
"E01033211","E12000008"
"E01024246","E12000008"
"E01024215","E12000008"
"E01024249","E12000008"
"E01024550","E12000008"
"E01024254","E12000008"
"E01024193","E12000008"
"E01024241","E12000008"
"E01024239","E12000008"
"E01024197","E12000008"
"E01024196","E12000008"
"E01024195","E12000008"
"E01024194","E12000008"
"E01024235","E12000008"
"E01024248","E12000008"
"E01024233","E12000008"
"E01024214","E12000008"
"E01024216","E12000008"
"E01024213","E12000008"
"E01024496","E12000008"
"E01024492","E12000008"
"E01033213","E12000008"
"E01033214","E12000008"
"E01024542","E12000008"
"E01024541","E12000008"
"E01033212","E12000008"
"E01024497","E12000008"
"E01024494","E12000008"
"E01024526","E12000008"
"E01024547","E12000008"
"E01024545","E12000008"
"E01024490","E12000008"
"E01024517","E12000008"
"E01024513","E12000008"
"E01024514","E12000008"
"E01024512","E12000008"
"E01024493","E12000008"
"E01024491","E12000008"
"E01024502","E12000008"
"E01024507","E12000008"
"E01024515","E12000008"
"E01024518","E12000008"
"E01024516","E12000008"
"E01024500","E12000008"
"E01024501","E12000008"
"E01024499","E12000008"
"E01024498","E12000008"
"E01024504","E12000008"
"E01024505","E12000008"
"E01024503","E12000008"
"E01024113","E12000008"
"E01024111","E12000008"
"E01024112","E12000008"
"E01024087","E12000008"
"E01024110","E12000008"
"E01024086","E12000008"
"E01024101","E12000008"
"E01032809","E12000008"
"E01024102","E12000008"
"E01024100","E12000008"
"E01024104","E12000008"
"E01024099","E12000008"
"E01024103","E12000008"
"E01024068","E12000008"
"E01024097","E12000008"
"E01024192","E12000008"
"E01024121","E12000008"
"E01024054","E12000008"
"E01024089","E12000008"
"E01024088","E12000008"
"E01024122","E12000008"
"E01024123","E12000008"
"E01024126","E12000008"
"E01024067","E12000008"
"E01024558","E12000008"
"E01033215","E12000008"
"E01024536","E12000008"
"E01024508","E12000008"
"E01024511","E12000008"
"E01024525","E12000008"
"E01024521","E12000008"
"E01024519","E12000008"
"E01024510","E12000008"
"E01024509","E12000008"
"E01024495","E12000008"
"E01024520","E12000008"
"E01024528","E12000008"
"E01024523","E12000008"
"E01024530","E12000008"
"E01024531","E12000008"
"E01024549","E12000008"
"E01024524","E12000008"
"E01024527","E12000008"
"E01024522","E12000008"
"E01024529","E12000008"
"E01024209","E12000008"
"E01024206","E12000008"
"E01024084","E12000008"
"E01024085","E12000008"
"E01024191","E12000008"
"E01024042","E12000008"
"E01024043","E12000008"
"E01024052","E12000008"
"E01023988","E12000008"
"E01023987","E12000008"
"E01024070","E12000008"
"E01024072","E12000008"
"E01024069","E12000008"
"E01024055","E12000008"
"E01024063","E12000008"
"E01024071","E12000008"
"E01024058","E12000008"
"E01024062","E12000008"
"E01024060","E12000008"
"E01024061","E12000008"
"E01024116","E12000008"
"E01024115","E12000008"
"E01024059","E12000008"
"E01024114","E12000008"
"E01024057","E12000008"
"E01024120","E12000008"
"E01024109","E12000008"
"E01024107","E12000008"
"E01024056","E12000008"
"E01024108","E12000008"
"E01024105","E12000008"
"E01024106","E12000008"
"E01024064","E12000008"
"E01024080","E12000008"
"E01024078","E12000008"
"E01024082","E12000008"
"E01024083","E12000008"
"E01024081","E12000008"
"E01024077","E12000008"
"E01024079","E12000008"
"E01024095","E12000008"
"E01024073","E12000008"
"E01024076","E12000008"
"E01024098","E12000008"
"E01024094","E12000008"
"E01024096","E12000008"
"E01024075","E12000008"
"E01024074","E12000008"
"E01024065","E12000008"
"E01024066","E12000008"
"E01024119","E12000008"
"E01024117","E12000008"
"E01024118","E12000008"
"E01024641","E12000008"
"E01024638","E12000008"
"E01024661","E12000008"
"E01024716","E12000008"
"E01024639","E12000008"
"E01024637","E12000008"
"E01024636","E12000008"
"E01024710","E12000008"
"E01024656","E12000008"
"E01024715","E12000008"
"E01024712","E12000008"
"E01024673","E12000008"
"E01024714","E12000008"
"E01024713","E12000008"
"E01024678","E12000008"
"E01024657","E12000008"
"E01024677","E12000008"
"E01024664","E12000008"
"E01024665","E12000008"
"E01024662","E12000008"
"E01024655","E12000008"
"E01024659","E12000008"
"E01024658","E12000008"
"E01024660","E12000008"
"E01024696","E12000008"
"E01024653","E12000008"
"E01024663","E12000008"
"E01024694","E12000008"
"E01024695","E12000008"
"E01024674","E12000008"
"E01024711","E12000008"
"E01024697","E12000008"
"E01024672","E12000008"
"E01009642","E12000005"
"E01009632","E12000005"
"E01009541","E12000005"
"E01009638","E12000005"
"E01009634","E12000005"
"E01009633","E12000005"
"E01009619","E12000005"
"E01009635","E12000005"
"E01009553","E12000005"
"E01009548","E12000005"
"E01009549","E12000005"
"E01009567","E12000005"
"E01009650","E12000005"
"E01009651","E12000005"
"E01009689","E12000005"
"E01009688","E12000005"
"E01009647","E12000005"
"E01009631","E12000005"
"E01009629","E12000005"
"E01009630","E12000005"
"E01009573","E12000005"
"E01009574","E12000005"
"E01009637","E12000005"
"E01009566","E12000005"
"E01009639","E12000005"
"E01009640","E12000005"
"E01009641","E12000005"
"E01031102","E12000005"
"E01031113","E12000005"
"E01031114","E12000005"
"E01031030","E12000005"
"E01031029","E12000005"
"E01031112","E12000005"
"E01031008","E12000005"
"E01031075","E12000005"
"E01031073","E12000005"
"E01031044","E12000005"
"E01031074","E12000005"
"E01031084","E12000005"
"E01031005","E12000005"
"E01031015","E12000005"
"E01025881","E12000004"
"E01031043","E12000005"
"E01025818","E12000004"
"E01031116","E12000005"
"E01031118","E12000005"
"E01031048","E12000005"
"E01031115","E12000005"
"E01031059","E12000005"
"E01031049","E12000005"
"E01031050","E12000005"
"E01031061","E12000005"
"E01031051","E12000005"
"E01031060","E12000005"
"E01031091","E12000005"
"E01031092","E12000005"
"E01031108","E12000005"
"E01031027","E12000005"
"E01031057","E12000005"
"E01031058","E12000005"
"E01031094","E12000005"
"E01031090","E12000005"
"E01031093","E12000005"
"E01031081","E12000005"
"E01031083","E12000005"
"E01032890","E12000005"
"E01031085","E12000005"
"E01031082","E12000005"
"E01031053","E12000005"
"E01031054","E12000005"
"E01031052","E12000005"
"E01031055","E12000005"
"E01031056","E12000005"
"E01031119","E12000005"
"E01031117","E12000005"
"E01031124","E12000005"
"E01031105","E12000005"
"E01031045","E12000005"
"E01031046","E12000005"
"E01031047","E12000005"
"E01031104","E12000005"
"E01031110","E12000005"
"E01031069","E12000005"
"E01031103","E12000005"
"E01031111","E12000005"
"E01031100","E12000005"
"E01031101","E12000005"
"E01031122","E12000005"
"E01031121","E12000005"
"E01031123","E12000005"
"E01031120","E12000005"
"E01031182","E12000005"
"E01031106","E12000005"
"E01031088","E12000005"
"E01031089","E12000005"
"E01031087","E12000005"
"E01031086","E12000005"
"E01031078","E12000005"
"E01031064","E12000005"
"E01031109","E12000005"
"E01031065","E12000005"
"E01031107","E12000005"
"E01031079","E12000005"
"E01031098","E12000005"
"E01031096","E12000005"
"E01031063","E12000005"
"E01031080","E12000005"
"E01031062","E12000005"
"E01032538","E12000005"
"E01031066","E12000005"
"E01031097","E12000005"
"E01031095","E12000005"
"E01031070","E12000005"
"E01031067","E12000005"
"E01031068","E12000005"
"E01025838","E12000004"
"E01025820","E12000004"
"E01025837","E12000004"
"E01025819","E12000004"
"E01025878","E12000004"
"E01025817","E12000004"
"E01025882","E12000004"
"E01009584","E12000005"
"E01009709","E12000005"
"E01009581","E12000005"
"E01009579","E12000005"
"E01009599","E12000005"
"E01009585","E12000005"
"E01009577","E12000005"
"E01009586","E12000005"
"E01009608","E12000005"
"E01009605","E12000005"
"E01009607","E12000005"
"E01032536","E12000005"
"E01031159","E12000005"
"E01032537","E12000005"
"E01009710","E12000005"
"E01009576","E12000005"
"E01009582","E12000005"
"E01009580","E12000005"
"E01009583","E12000005"
"E01009578","E12000005"
"E01009717","E12000005"
"E01009715","E12000005"
"E01009712","E12000005"
"E01009711","E12000005"
"E01009657","E12000005"
"E01009714","E12000005"
"E01009658","E12000005"
"E01009654","E12000005"
"E01009614","E12000005"
"E01009613","E12000005"
"E01009716","E12000005"
"E01009656","E12000005"
"E01009655","E12000005"
"E01009664","E12000005"
"E01009663","E12000005"
"E01009616","E12000005"
"E01009617","E12000005"
"E01009615","E12000005"
"E01009661","E12000005"
"E01009660","E12000005"
"E01009659","E12000005"
"E01009636","E12000005"
"E01009713","E12000005"
"E01009718","E12000005"
"E01009708","E12000005"
"E01009618","E12000005"
"E01031141","E12000005"
"E01031142","E12000005"
"E01031168","E12000005"
"E01031130","E12000005"
"E01031172","E12000005"
"E01031171","E12000005"
"E01031174","E12000005"
"E01032892","E12000005"
"E01031138","E12000005"
"E01031137","E12000005"
"E01031140","E12000005"
"E01031169","E12000005"
"E01031336","E12000005"
"E01031173","E12000005"
"E01031170","E12000005"
"E01031167","E12000005"
"E01031144","E12000005"
"E01032895","E12000005"
"E01032894","E12000005"
"E01031157","E12000005"
"E01031132","E12000005"
"E01031145","E12000005"
"E01031131","E12000005"
"E01031133","E12000005"
"E01031158","E12000005"
"E01031180","E12000005"
"E01031155","E12000005"
"E01031149","E12000005"
"E01031163","E12000005"
"E01031162","E12000005"
"E01031161","E12000005"
"E01031179","E12000005"
"E01031156","E12000005"
"E01031143","E12000005"
"E01031146","E12000005"
"E01031147","E12000005"
"E01031148","E12000005"
"E01031177","E12000005"
"E01031176","E12000005"
"E01031175","E12000005"
"E01031178","E12000005"
"E01031134","E12000005"
"E01031135","E12000005"
"E01031136","E12000005"
"E01031127","E12000005"
"E01031125","E12000005"
"E01032893","E12000005"
"E01027030","E12000004"
"E01031165","E12000005"
"E01031129","E12000005"
"E01032891","E12000005"
"E01031160","E12000005"
"E01031154","E12000005"
"E01031139","E12000005"
"E01031166","E12000005"
"E01032968","E12000004"
"E01026994","E12000004"
"E01031223","E12000005"
"E01031211","E12000005"
"E01031224","E12000005"
"E01031210","E12000005"
"E01031197","E12000005"
"E01031164","E12000005"
"E01031150","E12000005"
"E01031153","E12000005"
"E01031280","E12000005"
"E01009538","E12000005"
"E01032530","E12000005"
"E01009621","E12000005"
"E01009612","E12000005"
"E01009611","E12000005"
"E01009620","E12000005"
"E01009537","E12000005"
"E01009707","E12000005"
"E01009543","E12000005"
"E01031152","E12000005"
"E01031151","E12000005"
"E01009536","E12000005"
"E01009532","E12000005"
"E01032527","E12000005"
"E01009535","E12000005"
"E01032528","E12000005"
"E01009542","E12000005"
"E01009540","E12000005"
"E01009539","E12000005"
