"lsoa11","rgn"
"E01008270","E12000001"
"E01008271","E12000001"
"E01008274","E12000001"
"E01020634","E12000001"
"E01020636","E12000001"
"E01020635","E12000001"
"E01008186","E12000001"
"E01008183","E12000001"
"E01008187","E12000001"
"E01027497","E12000001"
"E01027466","E12000001"
"E01027373","E12000001"
"E01027479","E12000001"
"E01027447","E12000001"
"E01027480","E12000001"
"E01027481","E12000001"
"E01027495","E12000001"
"E01008409","E12000001"
"E01008410","E12000001"
"E01008411","E12000001"
"E01008367","E12000001"
"E01008370","E12000001"
"E01008368","E12000001"
"E01008369","E12000001"
"E01008372","E12000001"
"E01008371","E12000001"
"E01008422","E12000001"
"E01008366","E12000001"
"E01008373","E12000001"
"E01008423","E12000001"
"E01008420","E12000001"
"E01008418","E12000001"
"E01033556","E12000001"
"E01008396","E12000001"
"E01033714","E12000001"
"E01027464","E12000001"
"E01027468","E12000001"
"E01008188","E12000001"
"E01008177","E12000001"
"E01008178","E12000001"
"E01008180","E12000001"
"E01008179","E12000001"
"E01008280","E12000001"
"E01008182","E12000001"
"E01008247","E12000001"
"E01008277","E12000001"
"E01008279","E12000001"
"E01008276","E12000001"
"E01008278","E12000001"
"E01027515","E12000001"
"E01027516","E12000001"
"E01027514","E12000001"
"E01027519","E12000001"
"E01027550","E12000001"
"E01027532","E12000001"
"E01027518","E12000001"
"E01027517","E12000001"
"E01027551","E12000001"
"E01027425","E12000001"
"E01027521","E12000001"
"E01027427","E12000001"
"E01027520","E12000001"
"E01027522","E12000001"
"E01027523","E12000001"
"E01027553","E12000001"
"E01027531","E12000001"
"E01027552","E12000001"
"E01027413","E12000001"
"E01027404","E12000001"
"E01027409","E12000001"
"E01027412","E12000001"
"E01027405","E12000001"
"E01027403","E12000001"
"E01027402","E12000001"
"E01027397","E12000001"
"E01027396","E12000001"
"E01027395","E12000001"
"E01027399","E12000001"
"E01027398","E12000001"
"E01027433","E12000001"
"E01027400","E12000001"
"E01027401","E12000001"
"E01027411","E12000001"
"E01027410","E12000001"
"E01027408","E12000001"
"E01027407","E12000001"
"E01027406","E12000001"
"E01027394","E12000001"
"E01008583","E12000001"
"E01008578","E12000001"
"E01008478","E12000001"
"E01008480","E12000001"
"E01027436","E12000001"
"E01027435","E12000001"
"E01027420","E12000001"
"E01027442","E12000001"
"E01027415","E12000001"
"E01027414","E12000001"
"E01027416","E12000001"
"E01027423","E12000001"
"E01027431","E12000001"
"E01027392","E12000001"
"E01027538","E12000001"
"E01027429","E12000001"
"E01027430","E12000001"
"E01027439","E12000001"
"E01027440","E12000001"
"E01027441","E12000001"
"E01027437","E12000001"
"E01027417","E12000001"
"E01027426","E12000001"
"E01027438","E12000001"
"E01027393","E12000001"
"E01027424","E12000001"
"E01027428","E12000001"
"E01027391","E12000001"
"E01027422","E12000001"
"E01027432","E12000001"
"E01027421","E12000001"
"E01027418","E12000001"
"E01027434","E12000001"
"E01008549","E12000001"
"E01008491","E12000001"
"E01008553","E12000001"
"E01008554","E12000001"
"E01008520","E12000001"
"E01008522","E12000001"
"E01008517","E12000001"
"E01008586","E12000001"
"E01008585","E12000001"
"E01008555","E12000001"
"E01008589","E12000001"
"E01008588","E12000001"
"E01008556","E12000001"
"E01008519","E12000001"
"E01008518","E12000001"
"E01008548","E12000001"
"E01008564","E12000001"
"E01008521","E12000001"
"E01008547","E12000001"
"E01008584","E12000001"
"E01008495","E12000001"
"E01008546","E12000001"
"E01008551","E12000001"
"E01008550","E12000001"
"E01008493","E12000001"
"E01008587","E12000001"
"E01008496","E12000001"
"E01008523","E12000001"
"E01027419","E12000001"
"E01032647","E12000001"
"E01008569","E12000001"
"E01008488","E12000001"
"E01032648","E12000001"
"E01008568","E12000001"
"E01008570","E12000001"
"E01008567","E12000001"
"E01008543","E12000001"
"E01008510","E12000001"
"E01008542","E12000001"
"E01008512","E12000001"
"E01008508","E12000001"
"E01008509","E12000001"
"E01008540","E12000001"
"E01008511","E12000001"
"E01008575","E12000001"
"E01008571","E12000001"
"E01008572","E12000001"
"E01008574","E12000001"
"E01008436","E12000001"
"E01008573","E12000001"
"E01008576","E12000001"
"E01008536","E12000001"
"E01008533","E12000001"
"E01008532","E12000001"
"E01008535","E12000001"
"E01008534","E12000001"
"E01008537","E12000001"
"E01008538","E12000001"
"E01008465","E12000001"
"E01008464","E12000001"
"E01008463","E12000001"
"E01008462","E12000001"
"E01008468","E12000001"
"E01008461","E12000001"
"E01008466","E12000001"
"E01008467","E12000001"
"E01008524","E12000001"
"E01008529","E12000001"
"E01008483","E12000001"
"E01008485","E12000001"
"E01008482","E12000001"
"E01008530","E12000001"
"E01008528","E12000001"
"E01008527","E12000001"
"E01008526","E12000001"
"E01008486","E12000001"
"E01008541","E12000001"
"E01008539","E12000001"
"E01008545","E12000001"
"E01008484","E12000001"
"E01008544","E12000001"
"E01008481","E12000001"
"E01008492","E12000001"
"E01008487","E12000001"
"E01008490","E12000001"
"E01008557","E12000001"
"E01008489","E12000001"
"E01008525","E12000001"
"E01008494","E12000001"
"E01008498","E12000001"
"E01008419","E12000001"
"E01008354","E12000001"
"E01008355","E12000001"
"E01008294","E12000001"
"E01008341","E12000001"
"E01008375","E12000001"
"E01008336","E12000001"
"E01008351","E12000001"
"E01008424","E12000001"
"E01008337","E12000001"
"E01008342","E12000001"
"E01008295","E12000001"
"E01008357","E12000001"
"E01008358","E12000001"
"E01008309","E12000001"
"E01008293","E12000001"
"E01008338","E12000001"
"E01008340","E12000001"
"E01008352","E12000001"
"E01008339","E12000001"
"E01008313","E12000001"
"E01008374","E12000001"
"E01008376","E12000001"
"E01008296","E12000001"
"E01008421","E12000001"
"E01008378","E12000001"
"E01008379","E12000001"
"E01008561","E12000001"
"E01008559","E12000001"
"E01008563","E12000001"
"E01008560","E12000001"
"E01008558","E12000001"
"E01008562","E12000001"
"E01008497","E12000001"
"E01008641","E12000001"
"E01008640","E12000001"
"E01008642","E12000001"
"E01008638","E12000001"
"E01008639","E12000001"
"E01008604","E12000001"
"E01008653","E12000001"
"E01008652","E12000001"
"E01008655","E12000001"
"E01008643","E12000001"
"E01008646","E12000001"
"E01008654","E12000001"
"E01008658","E12000001"
"E01008659","E12000001"
"E01008645","E12000001"
"E01008644","E12000001"
"E01008657","E12000001"
"E01008656","E12000001"
"E01008600","E12000001"
"E01008601","E12000001"
"E01008661","E12000001"
"E01008627","E12000001"
"E01008660","E12000001"
"E01008611","E12000001"
"E01008602","E12000001"
"E01008631","E12000001"
"E01008603","E12000001"
"E01008630","E12000001"
"E01008632","E12000001"
"E01008628","E12000001"
"E01008663","E12000001"
"E01008662","E12000001"
"E01008667","E12000001"
"E01008668","E12000001"
"E01008673","E12000001"
"E01008674","E12000001"
"E01008671","E12000001"
"E01008599","E12000001"
"E01008596","E12000001"
"E01008680","E12000001"
"E01008622","E12000001"
"E01008666","E12000001"
"E01008361","E12000001"
"E01008598","E12000001"
"E01008597","E12000001"
"E01008648","E12000001"
"E01008595","E12000001"
"E01008676","E12000001"
"E01008675","E12000001"
"E01008677","E12000001"
"E01008678","E12000001"
"E01008664","E12000001"
"E01008683","E12000001"
"E01008679","E12000001"
"E01008591","E12000001"
"E01008590","E12000001"
"E01008592","E12000001"
"E01008665","E12000001"
"E01008672","E12000001"
"E01008593","E12000001"
"E01008594","E12000001"
"E01008681","E12000001"
"E01008682","E12000001"
"E01008635","E12000001"
"E01008634","E12000001"
"E01008650","E12000001"
"E01008647","E12000001"
"E01008651","E12000001"
"E01008633","E12000001"
"E01008636","E12000001"
"E01008684","E12000001"
"E01008685","E12000001"
"E01008624","E12000001"
"E01008637","E12000001"
"E01008649","E12000001"
"E01033074","E12000001"
"E01008625","E12000001"
"E01008691","E12000001"
"E01008619","E12000001"
"E01008690","E12000001"
"E01008688","E12000001"
"E01008689","E12000001"
"E01008692","E12000001"
"E01008669","E12000001"
"E01008670","E12000001"
"E01008608","E12000001"
"E01008605","E12000001"
"E01008607","E12000001"
"E01008609","E12000001"
"E01008606","E12000001"
"E01008612","E12000001"
"E01008613","E12000001"
"E01008610","E12000001"
"E01008614","E12000001"
"E01008615","E12000001"
"E01008617","E12000001"
"E01008620","E12000001"
"E01008616","E12000001"
"E01008618","E12000001"
"E01008855","E12000001"
"E01008878","E12000001"
"E01008879","E12000001"
"E01008880","E12000001"
"E01008876","E12000001"
"E01008874","E12000001"
"E01008848","E12000001"
"E01008875","E12000001"
"E01008872","E12000001"
"E01008866","E12000001"
"E01008844","E12000001"
"E01008865","E12000001"
"E01008860","E12000001"
"E01008861","E12000001"
"E01008853","E12000001"
"E01008856","E12000001"
"E01008854","E12000001"
"E01008858","E12000001"
"E01008857","E12000001"
"E01008859","E12000001"
"E01008869","E12000001"
"E01008870","E12000001"
"E01008868","E12000001"
"E01008867","E12000001"
"E01008871","E12000001"
"E01008862","E12000001"
"E01008845","E12000001"
"E01008852","E12000001"
"E01008851","E12000001"
"E01008843","E12000001"
"E01008850","E12000001"
"E01008849","E12000001"
"E01008877","E12000001"
"E01008864","E12000001"
"E01008863","E12000001"
"E01008846","E12000001"
"E01008847","E12000001"
"E01008184","E12000001"
"E01008185","E12000001"
"E01008196","E12000001"
"E01008449","E12000001"
"E01008399","E12000001"
"E01008398","E12000001"
"E01008439","E12000001"
"E01008331","E12000001"
"E01008333","E12000001"
"E01008291","E12000001"
"E01008332","E12000001"
"E01008335","E12000001"
"E01008450","E12000001"
"E01008455","E12000001"
"E01008453","E12000001"
"E01008452","E12000001"
"E01008346","E12000001"
"E01008347","E12000001"
"E01008348","E12000001"
"E01008349","E12000001"
"E01008451","E12000001"
"E01008245","E12000001"
"E01008250","E12000001"
"E01008200","E12000001"
"E01008246","E12000001"
"E01008198","E12000001"
"E01008197","E12000001"
"E01008195","E12000001"
"E01008199","E12000001"
"E01027500","E12000001"
"E01027499","E12000001"
"E01027498","E12000001"
"E01027501","E12000001"
"E01027502","E12000001"
"E01027496","E12000001"
"E01027508","E12000001"
"E01027509","E12000001"
"E01027507","E12000001"
"E01027504","E12000001"
"E01027505","E12000001"
"E01027482","E12000001"
"E01027494","E12000001"
"E01027493","E12000001"
"E01027492","E12000001"
"E01027490","E12000001"
"E01027489","E12000001"
"E01027476","E12000001"
"E01027491","E12000001"
"E01027488","E12000001"
"E01027510","E12000001"
"E01027511","E12000001"
"E01027477","E12000001"
"E01027478","E12000001"
"E01027486","E12000001"
"E01027487","E12000001"
"E01008326","E12000001"
"E01008328","E12000001"
"E01008444","E12000001"
"E01008441","E12000001"
"E01008447","E12000001"
"E01008442","E12000001"
"E01008457","E12000001"
"E01008459","E12000001"
"E01008446","E12000001"
"E01008448","E12000001"
"E01008345","E12000001"
"E01008327","E12000001"
"E01008330","E12000001"
"E01008325","E12000001"
"E01008329","E12000001"
"E01008343","E12000001"
"E01008350","E12000001"
"E01008299","E12000001"
"E01008445","E12000001"
"E01008324","E12000001"
"E01008300","E12000001"
"E01008380","E12000001"
"E01008297","E12000001"
"E01008298","E12000001"
"E01008456","E12000001"
"E01008460","E12000001"
"E01008303","E12000001"
"E01008304","E12000001"
"E01008301","E12000001"
"E01008305","E12000001"
"E01008392","E12000001"
"E01008412","E12000001"
"E01008363","E12000001"
"E01008360","E12000001"
"E01008302","E12000001"
"E01008388","E12000001"
"E01008432","E12000001"
"E01008389","E12000001"
"E01008390","E12000001"
"E01008426","E12000001"
"E01008428","E12000001"
"E01008427","E12000001"
"E01008391","E12000001"
"E01008429","E12000001"
"E01008431","E12000001"
"E01008425","E12000001"
"E01008435","E12000001"
"E01008430","E12000001"
"E01008433","E12000001"
"E01008434","E12000001"
"E01008413","E12000001"
"E01008365","E12000001"
"E01008364","E12000001"
"E01008359","E12000001"
"E01008362","E12000001"
"E01027453","E12000001"
"E01027452","E12000001"
"E01027457","E12000001"
"E01033718","E12000001"
"E01027463","E12000001"
"E01027455","E12000001"
"E01027456","E12000001"
"E01027461","E12000001"
"E01027448","E12000001"
"E01027458","E12000001"
"E01027460","E12000001"
"E01027475","E12000001"
"E01027444","E12000001"
"E01027450","E12000001"
"E01027368","E12000001"
"E01027474","E12000001"
"E01027445","E12000001"
"E01027446","E12000001"
"E01027451","E12000001"
"E01027462","E12000001"
"E01027525","E12000001"
"E01027534","E12000001"
"E01027535","E12000001"
"E01027554","E12000001"
"E01027530","E12000001"
"E01027528","E12000001"
"E01027545","E12000001"
"E01027546","E12000001"
"E01027527","E12000001"
"E01033716","E12000001"
"E01027537","E12000001"
"E01027533","E12000001"
"E01027529","E12000001"
"E01027524","E12000001"
"E01027536","E12000001"
"E01027540","E12000001"
"E01027526","E12000001"
"E01027539","E12000001"
"E01027542","E12000001"
"E01027549","E12000001"
"E01027543","E12000001"
"E01027541","E12000001"
"E01027544","E12000001"
"E01027361","E12000001"
"E01027372","E12000001"
"E01027362","E12000001"
"E01027364","E12000001"
"E01027363","E12000001"
"E01027369","E12000001"
"E01027365","E12000001"
"E01027370","E12000001"
"E01027443","E12000001"
"E01027371","E12000001"
"E01027356","E12000001"
"E01027359","E12000001"
"E01033717","E12000001"
"E01033715","E12000001"
"E01027358","E12000001"
"E01027357","E12000001"
"E01027381","E12000001"
"E01027375","E12000001"
"E01027366","E12000001"
"E01027367","E12000001"
"E01027384","E12000001"
"E01027374","E12000001"
"E01027383","E12000001"
"E01008317","E12000001"
"E01008315","E12000001"
"E01008323","E12000001"
"E01008318","E12000001"
"E01008314","E12000001"
"E01008320","E12000001"
"E01008319","E12000001"
"E01008322","E12000001"
"E01008316","E12000001"
"E01027380","E12000001"
"E01027390","E12000001"
"E01008170","E12000001"
"E01008168","E12000001"
"E01008167","E12000001"
"E01008162","E12000001"
"E01008169","E12000001"
"E01008163","E12000001"
"E01008257","E12000001"
"E01008171","E12000001"
"E01008252","E12000001"
"E01008258","E12000001"
"E01008203","E12000001"
"E01008204","E12000001"
"E01008205","E12000001"
"E01008251","E12000001"
"E01008253","E12000001"
"E01008254","E12000001"
"E01008239","E12000001"
"E01008236","E12000001"
"E01008237","E12000001"
"E01008238","E12000001"
"E01008234","E12000001"
"E01008201","E12000001"
"E01008235","E12000001"
"E01008189","E12000001"
"E01008193","E12000001"
"E01008219","E12000001"
"E01008194","E12000001"
"E01008192","E12000001"
"E01008217","E12000001"
"E01008221","E12000001"
"E01008191","E12000001"
"E01008190","E12000001"
"E01008220","E12000001"
"E01008218","E12000001"
"E01008225","E12000001"
"E01033405","E12000004"
"E01013920","E12000004"
"E01033407","E12000004"
"E01033403","E12000004"
"E01033400","E12000004"
"E01033401","E12000004"
"E01033406","E12000004"
"E01033402","E12000004"
"E01033409","E12000004"
"E01032522","E12000004"
"E01013870","E12000004"
"E01013961","E12000004"
"E01033399","E12000004"
"E01013813","E12000004"
"E01013943","E12000004"
"E01013816","E12000004"
"E01013815","E12000004"
"E01032520","E12000004"
"E01033404","E12000004"
"E01019647","E12000004"
"E01019677","E12000004"
"E01019678","E12000004"
"E01019675","E12000004"
"E01019682","E12000004"
"E01019676","E12000004"
"E01019681","E12000004"
"E01028135","E12000004"
"E01019679","E12000004"
"E01019680","E12000004"
"E01019698","E12000004"
"E01019700","E12000004"
"E01019697","E12000004"
"E01019699","E12000004"
"E01019706","E12000004"
"E01019705","E12000004"
"E01019707","E12000004"
"E01019708","E12000004"
"E01019709","E12000004"
"E01019653","E12000004"
"E01019651","E12000004"
"E01019648","E12000004"
"E01019652","E12000004"
"E01019650","E12000004"
"E01019649","E12000004"
"E01019691","E12000004"
"E01019696","E12000004"
"E01019693","E12000004"
"E01019694","E12000004"
"E01019692","E12000004"
"E01028378","E12000004"
"E01013907","E12000004"
"E01028407","E12000004"
"E01028405","E12000004"
"E01028406","E12000004"
"E01028404","E12000004"
"E01028364","E12000004"
"E01028391","E12000004"
"E01013901","E12000004"
"E01028365","E12000004"
"E01013902","E12000004"
"E01013895","E12000004"
"E01028363","E12000004"
"E01028258","E12000004"
"E01013897","E12000004"
"E01013900","E12000004"
"E01013899","E12000004"
"E01013896","E12000004"
"E01013898","E12000004"
"E01013905","E12000004"
"E01013909","E12000004"
"E01013908","E12000004"
"E01013903","E12000004"
"E01013906","E12000004"
"E01013912","E12000004"
"E01013910","E12000004"
"E01013911","E12000004"
"E01013904","E12000004"
"E01028414","E12000004"
"E01028413","E12000004"
"E01028415","E12000004"
"E01028360","E12000004"
"E01028394","E12000004"
"E01028393","E12000004"
"E01028395","E12000004"
"E01028419","E12000004"
"E01028367","E12000004"
"E01028376","E12000004"
"E01028357","E12000004"
"E01028370","E12000004"
"E01028420","E12000004"
"E01028368","E12000004"
"E01028369","E12000004"
"E01028366","E12000004"
"E01028372","E12000004"
"E01028373","E12000004"
"E01028374","E12000004"
"E01028412","E12000004"
"E01028377","E12000004"
"E01028383","E12000004"
"E01028381","E12000004"
"E01028382","E12000004"
"E01028379","E12000004"
"E01028380","E12000004"
"E01028375","E12000004"
"E01025886","E12000004"
"E01025885","E12000004"
"E01028411","E12000004"
"E01026365","E12000004"
"E01026323","E12000004"
"E01028358","E12000004"
"E01028359","E12000004"
"E01028362","E12000004"
"E01028403","E12000004"
"E01028371","E12000004"
"E01028361","E12000004"
"E01028325","E12000004"
"E01028148","E12000004"
"E01028149","E12000004"
"E01028168","E12000004"
"E01028330","E12000004"
"E01028331","E12000004"
"E01028327","E12000004"
"E01028191","E12000004"
"E01028154","E12000004"
"E01028213","E12000004"
"E01028178","E12000004"
"E01028151","E12000004"
"E01028153","E12000004"
"E01028150","E12000004"
"E01028152","E12000004"
"E01028332","E12000004"
"E01028351","E12000004"
"E01027997","E12000004"
"E01027950","E12000004"
"E01027995","E12000004"
"E01028189","E12000004"
"E01027928","E12000004"
"E01027930","E12000004"
"E01027939","E12000004"
"E01027941","E12000004"
"E01027942","E12000004"
"E01027927","E12000004"
"E01027926","E12000004"
"E01027925","E12000004"
"E01027938","E12000004"
"E01027944","E12000004"
"E01027940","E12000004"
"E01028123","E12000004"
"E01027943","E12000004"
"E01027937","E12000004"
"E01027933","E12000004"
"E01027931","E12000004"
"E01027935","E12000004"
"E01027929","E12000004"
"E01027932","E12000004"
"E01027934","E12000004"
"E01027936","E12000004"
"E01028200","E12000004"
"E01028198","E12000004"
"E01028199","E12000004"
"E01028201","E12000004"
"E01028120","E12000004"
"E01028121","E12000004"
"E01028122","E12000004"
"E01028119","E12000004"
"E01028111","E12000004"
"E01028124","E12000004"
"E01028118","E12000004"
"E01028104","E12000004"
"E01028103","E12000004"
"E01028109","E12000004"
"E01028115","E12000004"
"E01028117","E12000004"
"E01028110","E12000004"
"E01033413","E12000004"
"E01028116","E12000004"
"E01028102","E12000004"
"E01028105","E12000004"
"E01028112","E12000004"
"E01028107","E12000004"
"E01028108","E12000004"
"E01028114","E12000004"
"E01028113","E12000004"
"E01019451","E12000004"
"E01019452","E12000004"
"E01028092","E12000004"
"E01028093","E12000004"
"E01027993","E12000004"
"E01027994","E12000004"
"E01027945","E12000004"
"E01027946","E12000004"
"E01027963","E12000004"
"E01027962","E12000004"
"E01027961","E12000004"
"E01027947","E12000004"
"E01027976","E12000004"
"E01027968","E12000004"
"E01027969","E12000004"
"E01027975","E12000004"
"E01027965","E12000004"
"E01027978","E12000004"
"E01027957","E12000004"
"E01027991","E12000004"
"E01027992","E12000004"
"E01027990","E12000004"
"E01027964","E12000004"
"E01027970","E12000004"
"E01027966","E12000004"
"E01027971","E12000004"
"E01027988","E12000004"
"E01027989","E12000004"
"E01027987","E12000004"
"E01027986","E12000004"
"E01027984","E12000004"
"E01027982","E12000004"
"E01027979","E12000004"
"E01027981","E12000004"
"E01027983","E12000004"
"E01027980","E12000004"
"E01027985","E12000004"
"E01027967","E12000004"
"E01027977","E12000004"
"E01028244","E12000004"
"E01027972","E12000004"
"E01027974","E12000004"
"E01027954","E12000004"
"E01027973","E12000004"
"E01027952","E12000004"
"E01027948","E12000004"
"E01027951","E12000004"
"E01027949","E12000004"
"E01027953","E12000004"
"E01027955","E12000004"
"E01027956","E12000004"
"E01027958","E12000004"
"E01027959","E12000004"
"E01028142","E12000004"
"E01027996","E12000004"
"E01027998","E12000004"
"E01028268","E12000004"
"E01028270","E12000004"
"E01028274","E12000004"
"E01028269","E12000004"
"E01028284","E12000004"
"E01028271","E12000004"
"E01028283","E12000004"
"E01028247","E12000004"
"E01028227","E12000004"
"E01028276","E12000004"
"E01028273","E12000004"
"E01028275","E12000004"
"E01028243","E12000004"
"E01028233","E12000004"
"E01028236","E12000004"
"E01028234","E12000004"
"E01028261","E12000004"
"E01028262","E12000004"
"E01028263","E12000004"
"E01028235","E12000004"
"E01028255","E12000004"
"E01028264","E12000004"
"E01028220","E12000004"
"E01033390","E12000004"
"E01033391","E12000004"
"E01028222","E12000004"
"E01028219","E12000004"
"E01033389","E12000004"
"E01028256","E12000004"
"E01028343","E12000004"
"E01028249","E12000004"
"E01028246","E12000004"
"E01028248","E12000004"
"E01028231","E12000004"
"E01028230","E12000004"
"E01028245","E12000004"
"E01028237","E12000004"
"E01028240","E12000004"
"E01028239","E12000004"
"E01028242","E12000004"
"E01028241","E12000004"
"E01028238","E12000004"
"E01028252","E12000004"
"E01028228","E12000004"
"E01028232","E12000004"
"E01028229","E12000004"
"E01028267","E12000004"
"E01033392","E12000004"
"E01019503","E12000004"
"E01028282","E12000004"
"E01028272","E12000004"
"E01028278","E12000004"
"E01028281","E12000004"
"E01028279","E12000004"
"E01028280","E12000004"
"E01028260","E12000004"
"E01028253","E12000004"
"E01028250","E12000004"
"E01028277","E12000004"
"E01028251","E12000004"
"E01019511","E12000004"
"E01013928","E12000004"
"E01013872","E12000004"
"E01013871","E12000004"
"E01013874","E12000004"
"E01013873","E12000004"
"E01028074","E12000004"
"E01013919","E12000004"
"E01013921","E12000004"
"E01013917","E12000004"
"E01013915","E12000004"
"E01028184","E12000004"
"E01013918","E12000004"
"E01013957","E12000004"
"E01028386","E12000004"
"E01028385","E12000004"
"E01028416","E12000004"
"E01028384","E12000004"
"E01028354","E12000004"
"E01028355","E12000004"
"E01028398","E12000004"
"E01028356","E12000004"
"E01028417","E12000004"
"E01028396","E12000004"
"E01028397","E12000004"
"E01028399","E12000004"
"E01028401","E12000004"
"E01028400","E12000004"
"E01028392","E12000004"
"E01028418","E12000004"
"E01028223","E12000004"
"E01028226","E12000004"
"E01028259","E12000004"
"E01028225","E12000004"
"E01028224","E12000004"
"E01019507","E12000004"
"E01019510","E12000004"
"E01019512","E12000004"
"E01019506","E12000004"
"E01019509","E12000004"
"E01019508","E12000004"
"E01019505","E12000004"
"E01028041","E12000004"
"E01028257","E12000004"
"E01019485","E12000004"
"E01019495","E12000004"
"E01028254","E12000004"
"E01028296","E12000004"
"E01028342","E12000004"
"E01028344","E12000004"
"E01028299","E12000004"
"E01028298","E12000004"
"E01028300","E12000004"
"E01028314","E12000004"
"E01028313","E12000004"
"E01028322","E12000004"
"E01028321","E12000004"
"E01028323","E12000004"
"E01028312","E12000004"
"E01028295","E12000004"
"E01028037","E12000004"
"E01028311","E12000004"
"E01028329","E12000004"
"E01028302","E12000004"
"E01028341","E12000004"
"E01028038","E12000004"
"E01028303","E12000004"
"E01028297","E12000004"
"E01028328","E12000004"
"E01028345","E12000004"
"E01028340","E12000004"
"E01028339","E12000004"
"E01028301","E12000004"
"E01028338","E12000004"
"E01026333","E12000004"
"E01026355","E12000004"
"E01028336","E12000004"
"E01033394","E12000004"
"E01028352","E12000004"
"E01028337","E12000004"
"E01028349","E12000004"
"E01028350","E12000004"
"E01028315","E12000004"
"E01028353","E12000004"
"E01028310","E12000004"
"E01028305","E12000004"
"E01028294","E12000004"
"E01028335","E12000004"
"E01028293","E12000004"
"E01028333","E12000004"
"E01028306","E12000004"
"E01028304","E12000004"
"E01028307","E12000004"
"E01028292","E12000004"
"E01028286","E12000004"
"E01028287","E12000004"
"E01028285","E12000004"
"E01028289","E12000004"
"E01028291","E12000004"
"E01028288","E12000004"
"E01028290","E12000004"
"E01033393","E12000004"
"E01028334","E12000004"
"E01028326","E12000004"
"E01028308","E12000004"
"E01028318","E12000004"
"E01028320","E12000004"
"E01028309","E12000004"
"E01028319","E12000004"
"E01028347","E12000004"
"E01028346","E12000004"
"E01028348","E12000004"
"E01013958","E12000004"
"E01033411","E12000004"
"E01013954","E12000004"
"E01013960","E12000004"
"E01013962","E12000004"
"E01013939","E12000004"
"E01013942","E12000004"
"E01013936","E12000004"
"E01013940","E12000004"
"E01013959","E12000004"
"E01013941","E12000004"
"E01013937","E12000004"
"E01013938","E12000004"
"E01013935","E12000004"
"E01013968","E12000004"
"E01028218","E12000004"
"E01028214","E12000004"
"E01028215","E12000004"
"E01028216","E12000004"
"E01028193","E12000004"
"E01028194","E12000004"
"E01028179","E12000004"
"E01028182","E12000004"
"E01028180","E12000004"
"E01028173","E12000004"
"E01028172","E12000004"
"E01013860","E12000004"
"E01028196","E12000004"
"E01028195","E12000004"
"E01028204","E12000004"
"E01028197","E12000004"
"E01028163","E12000004"
"E01028161","E12000004"
"E01013916","E12000004"
"E01013913","E12000004"
"E01013914","E12000004"
"E01028159","E12000004"
"E01026317","E12000004"
"E01026318","E12000004"
"E01026344","E12000004"
"E01026343","E12000004"
"E01026353","E12000004"
"E01026319","E12000004"
"E01026311","E12000004"
"E01026291","E12000004"
"E01026308","E12000004"
"E01026309","E12000004"
"E01026293","E12000004"
"E01026322","E12000004"
"E01026310","E12000004"
"E01026321","E12000004"
"E01026312","E12000004"
"E01026345","E12000004"
"E01026315","E12000004"
"E01026320","E12000004"
"E01026354","E12000004"
"E01026352","E12000004"
"E01026340","E12000004"
"E01026324","E12000004"
"E01026313","E12000004"
"E01026326","E12000004"
"E01026328","E12000004"
"E01026327","E12000004"
"E01026325","E12000004"
"E01026294","E12000004"
"E01026292","E12000004"
"E01026329","E12000004"
"E01026332","E12000004"
"E01026314","E12000004"
"E01026221","E12000004"
"E01026209","E12000004"
"E01026316","E12000004"
"E01026330","E12000004"
"E01026331","E12000004"
"E01026338","E12000004"
"E01026339","E12000004"
"E01026201","E12000004"
"E01026208","E12000004"
"E01026361","E12000004"
"E01026227","E12000004"
"E01026290","E12000004"
"E01026232","E12000004"
"E01026235","E12000004"
"E01026236","E12000004"
"E01026230","E12000004"
"E01026231","E12000004"
"E01026228","E12000004"
"E01026233","E12000004"
"E01026234","E12000004"
"E01026229","E12000004"
"E01026198","E12000004"
"E01026223","E12000004"
"E01026222","E12000004"
"E01026202","E12000004"
"E01026200","E12000004"
"E01028157","E12000004"
"E01028156","E12000004"
"E01028158","E12000004"
"E01028155","E12000004"
"E01028164","E12000004"
"E01028160","E12000004"
"E01028211","E12000004"
"E01028162","E12000004"
"E01028212","E12000004"
"E01028210","E12000004"
"E01028185","E12000004"
"E01028187","E12000004"
"E01028188","E12000004"
"E01028186","E12000004"
"E01028171","E12000004"
"E01028169","E12000004"
"E01028170","E12000004"
"E01028192","E12000004"
"E01028190","E12000004"
"E01028202","E12000004"
"E01028203","E12000004"
"E01028167","E12000004"
"E01028176","E12000004"
"E01013972","E12000004"
"E01013843","E12000004"
"E01013838","E12000004"
"E01013963","E12000004"
"E01013841","E12000004"
"E01013967","E12000004"
"E01013840","E12000004"
"E01013837","E12000004"
"E01013844","E12000004"
"E01013970","E12000004"
"E01013828","E12000004"
"E01013827","E12000004"
"E01013839","E12000004"
"E01013832","E12000004"
"E01013835","E12000004"
"E01013834","E12000004"
"E01013964","E12000004"
"E01013971","E12000004"
"E01013969","E12000004"
"E01013966","E12000004"
"E01028217","E12000004"
"E01013965","E12000004"
"E01028177","E12000004"
"E01013892","E12000004"
"E01013894","E12000004"
"E01013887","E12000004"
"E01013852","E12000004"
"E01013854","E12000004"
"E01013850","E12000004"
"E01033397","E12000004"
"E01013855","E12000004"
"E01033398","E12000004"
"E01013853","E12000004"
